5,0.7407407407407408,0.7692307692307693,0.5454545454545455,0.7500000000000001,0.8333333333333333,0.7692307692307693,0.7272727272727272,0.7199999999999999,0.9166666666666666,0.9090909090909091
10,0.761904761904762,0.7500000000000001,0.64,0.8275862068965517,0.8571428571428571,0.7500000000000001,0.888888888888889,0.6666666666666666,0.8695652173913043,0.7407407407407408
15,0.8,0.8461538461538461,0.8333333333333333,0.8461538461538461,0.8148148148148148,0.8799999999999999,0.761904761904762,0.8695652173913043,0.8,0.8333333333333334
20,0.7272727272727274,0.9230769230769231,0.8333333333333333,0.8,0.6923076923076923,0.9285714285714286,0.9166666666666666,0.5714285714285715,0.9166666666666666,0.8799999999999999
25,0.8333333333333333,0.6666666666666667,0.8148148148148148,0.761904761904762,0.8148148148148148,0.7407407407407408,0.9565217391304348,0.9166666666666666,0.8,0.8181818181818182
30,0.8148148148148148,0.8,0.7857142857142856,0.8799999999999999,0.9230769230769231,0.8333333333333333,0.8333333333333334,0.7826086956521738,0.8,0.761904761904762
35,0.888888888888889,0.8,0.8181818181818181,0.8695652173913044,0.7500000000000001,0.9230769230769231,0.8695652173913043,0.75,0.761904761904762,0.8799999999999999
40,0.8695652173913044,0.8000000000000002,0.7199999999999999,0.8461538461538461,0.8695652173913044,0.8333333333333333,0.8695652173913043,0.8333333333333334,0.8181818181818182,0.8461538461538461
45,0.888888888888889,0.7692307692307693,0.8799999999999999,0.8666666666666666,0.8571428571428571,0.7199999999999999,0.9090909090909091,0.8181818181818182,0.8,0.8571428571428571
50,0.8461538461538461,0.9600000000000001,0.7857142857142856,0.7500000000000001,0.8181818181818181,0.8148148148148148,0.8695652173913043,0.9166666666666666,0.8333333333333334,0.6956521739130435
55,0.7199999999999999,0.888888888888889,0.8695652173913044,0.7692307692307693,0.8148148148148148,0.8148148148148148,0.9166666666666666,0.9090909090909091,0.6956521739130435,0.8333333333333334
60,0.9230769230769231,0.9166666666666666,0.962962962962963,0.8148148148148148,0.8461538461538461,0.7826086956521738,0.8333333333333334,0.7826086956521738,0.6666666666666666,0.8
